onset	duration	type
30.5	1	NoReward
45.5	1	NoReward
60.5	1	NoReward
84.5	1	NoReward
97.5	1	NoReward
110.5	1	NoReward
170.5	1	NoReward
194.5	1	NoReward
220.5	1	NoReward
246.5	1	NoReward
257.5	1	NoReward
309.5	1	NoReward
335.5	1	NoReward
350.5	1	NoReward
376.5	1	NoReward
391.5	1	NoReward
71.5	1	Reward
125.5	1	Reward
181.5	1	Reward
209.5	1	Reward
233.5	1	Reward
298.5	1	Reward
320.5	1	Reward
363.5	1	Reward
